,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
211,2013-11-08,Thor: The Dark World,150000000,206362140,2013,11,Thor: The Dark World2013,Thor: The Dark World,BV,,,,,56362140,1.3757476,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
213,2015-07-31,Mission: Impossible - Rogue Nation,150000000,195042377,2015,7,Mission: ImpossibleâRogue Nation2015,,,,,,,45042377,1.3002825133333333,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
214,2017-07-21,Dunkirk,150000000,190068280,2017,7,Dunkirk2017,Dunkirk,WB,Emma Thomas,Dunkirk,"Action,Drama,History",tt5013056,40068280,1.2671218666666666,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
215,2011-05-06,Thor,150000000,181030624,2011,5,Thor2011,Thor,Par.,,,,,31030624,1.2068708266666666,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
219,2011-05-26,Kung Fu Panda 2,150000000,165249063,2011,5,Kung Fu Panda 22011,Kung Fu Panda 2,P/DW,Melissa Cobb,Kung Fu Panda 2,"Action,Adventure,Animation",tt1302011,15249063,1.10166042,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
220,2015-05-15,Mad Max: Fury Road,150000000,153636354,2015,5,Mad Max: Fury Road2015,Mad Max: Fury Road,WB,Doug Mitchell,Mad Max: Fury Road,"Action,Adventure,Sci-Fi",tt1392190,3636354,1.02424236,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
224,2018-03-29,Ready Player One,150000000,137690172,2018,3,Ready Player One2018,Ready Player One,WB,Kristie Macosko Krieger,Ready Player One,"Action,Adventure,Sci-Fi",tt1677720,-12309828,0.91793448,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
231,2010-07-01,The Last Airbender,150000000,131772187,2010,7,The Last Airbender2010,The Last Airbender,Par.,Frank Marshall,The Last Airbender,"Action,Adventure,Family",tt0938283,-18227813,0.8784812466666667,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
236,2012-03-30,Wrath of the Titans,150000000,83670083,2012,3,Wrath of the Titans2012,Wrath of the Titans,WB,Basil Iwanyk,Wrath of the Titans,"Action,Adventure,Fantasy",tt1646987,-66329917,0.5578005533333333,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
238,2012-05-11,Dark Shadows,150000000,79727149,2012,5,Dark Shadows2012,Dark Shadows,WB,David Kennedy,Dark Shadows,"Comedy,Fantasy,Horror",tt1077368,-70272851,0.5315143266666666,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
240,2013-06-28,White House Down,150000000,73103784,2013,6,White House Down2013,White House Down,Sony,Harald Kloser,White House Down,"Action,Drama,Thriller",tt2334879,-76896216,0.48735856,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
244,2010-02-12,The Wolfman,150000000,62189884,2010,2,The Wolfman2010,The Wolfman,Uni.,Scott Stuber,The Wolfman,"Drama,Fantasy,Horror",tt0780653,-87810116,0.41459922666666665,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
246,2017-02-17,The Great Wall,150000000,45157105,2017,2,The Great Wall2017,The Great Wall,Uni.,,,,,-104842895,0.30104736666666665,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
247,2015-10-09,Pan,150000000,35088320,2015,10,Pan2015,Pan,WB,Paul Webster,Pan,"Adventure,Comedy,Family",tt3332064,-114911680,0.23392213333333334,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
250,2011-03-11,Mars Needs Moms,150000000,21392758,2011,3,Mars Needs Moms2011,Mars Needs Moms,BV,Steve Starkey,Mars Needs Moms,"Adventure,Animation,Family",tt1305591,-128607242,0.14261838666666668,4,4.24376088218224,66000000.0,410600000.0,22911648.3942029
254,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,2012,6,Madagascar 3: Europe's Most Wanted2012,Madagascar 3: Europe's Most Wanted,P/DW,,,,,71391482,1.492355048275862,4,4.229251305861869,66000000.0,410600000.0,22911648.3942029
255,2011-12-16,Mission: Impossible - Ghost Protocol,145000000,209397903,2011,12,Mission: ImpossibleâGhost Protocol2011,,,,,,,64397903,1.4441234689655171,4,4.229251305861869,66000000.0,410600000.0,22911648.3942029
256,2014-06-13,How to Train Your Dragon 2,145000000,177002924,2014,6,How to Train Your Dragon 22014,How to Train Your Dragon 2,Fox,Bonnie Arnold,How to Train Your Dragon 2,"Action,Adventure,Animation",tt1646971,32002924,1.2207098206896552,4,4.229251305861869,66000000.0,410600000.0,22911648.3942029
258,2014-03-07,Mr. Peabody & Sherman,145000000,111506430,2014,3,Mr. Peabody & Sherman2014,Mr. Peabody & Sherman,Fox,,,,,-33493570,0.7690098620689655,4,4.229251305861869,66000000.0,410600000.0,22911648.3942029
259,2012-11-21,Rise of the Guardians,145000000,103412758,2012,11,Rise of the Guardians2012,Rise of the Guardians,P/DW,Nancy Bernstein,Rise of the Guardians,"Action,Adventure,Animation",tt1446192,-41587242,0.7131914344827586,4,4.229251305861869,66000000.0,410600000.0,22911648.3942029
262,2016-07-15,Ghostbusters,144000000,128350574,2016,7,Ghostbusters2016,,,Amy Pascal,Ghostbusters,"Action,Comedy,Fantasy",tt1289401,-15649426,0.8913234305555555,4,4.226349390597795,66000000.0,410600000.0,22911648.3942029
268,2011-07-22,Captain America: The First Avenger,140000000,176654505,2011,7,Captain America: The First Avenger2011,Captain America: The First Avenger,Par.,Kevin Feige,Captain America: The First Avenger,"Action,Adventure,Sci-Fi",tt0458339,36654505,1.2618178928571429,4,4.2147417295414975,66000000.0,410600000.0,22911648.3942029
269,2016-01-29,Kung Fu Panda 3,140000000,143528619,2016,1,Kung Fu Panda 32016,Kung Fu Panda 3,Fox,,,,,3528619,1.0252044214285714,4,4.2147417295414975,66000000.0,410600000.0,22911648.3942029
271,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,2013,3,G.I. Joe: Retaliation2013,G.I. Joe: Retaliation,Par.,Lorenzo di Bonaventura,G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi",tt1583421,-17476940,0.8751647142857143,4,4.2147417295414975,66000000.0,410600000.0,22911648.3942029
275,2014-12-12,Exodus: Gods and Kings,140000000,65014513,2014,12,Exodus: Gods and Kings2014,Exodus: Gods and Kings,Fox,Peter Chernin,Exodus: Gods and Kings,"Action,Adventure,Drama",tt1528100,-74985487,0.4643893785714286,4,4.2147417295414975,66000000.0,410600000.0,22911648.3942029
276,2016-07-01,The BFG,140000000,55483770,2016,7,The BFG2016,The BFG,BV,Frank Marshall,The BFG,"Adventure,Family,Fantasy",tt3691740,-84516230,0.39631264285714285,4,4.2147417295414975,66000000.0,410600000.0,22911648.3942029
278,2016-02-26,Gods of Egypt,140000000,31153464,2016,2,Gods of Egypt2016,Gods of Egypt,LG/S,Basil Iwanyk,Gods of Egypt,"Action,Adventure,Fantasy",tt2404233,-108846536,0.22252474285714285,4,4.2147417295414975,66000000.0,410600000.0,22911648.3942029
285,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,2012,11,"The Twilight Saga: Breaking Dawn, Part 22012",,,,,,,156124737,2.1462902863436124,4,4.203714451538015,66000000.0,410600000.0,22911648.3942029
286,2013-03-22,The Croods,135000000,187168425,2013,3,The Croods2013,The Croods,Fox,Kristine Belson,The Croods,"Action,Adventure,Animation",tt0481499,52168425,1.3864327777777778,4,4.200232153221126,66000000.0,410600000.0,22911648.3942029
288,2015-12-25,The Revenant,135000000,183637894,2015,12,The Revenant2015,The Revenant,Fox,Mary Parent,The Revenant,"Action,Adventure,Biography",tt1663202,48637894,1.3602806962962963,4,4.200232153221126,66000000.0,410600000.0,22911648.3942029
292,2011-03-04,Rango,135000000,123477607,2011,3,Rango2011,Rango,Par.,Graham King,Rango,"Adventure,Animation,Comedy",tt1192628,-11522393,0.9146489407407408,4,4.200232153221126,66000000.0,410600000.0,22911648.3942029
295,2013-07-17,Turbo,135000000,83028130,2013,7,Turbo2013,Turbo,Fox,Lisa Stewart,Turbo,"Adventure,Animation,Comedy",tt1860353,-51971870,0.6150231851851852,4,4.200232153221126,66000000.0,410600000.0,22911648.3942029
296,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,2016,6,Teenage Mutant Ninja Turtles: Out of the Shadows2016,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,Michael Bay,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy",tt3949660,-52948399,0.607789637037037,4,4.200232153221126,66000000.0,410600000.0,22911648.3942029
297,2011-11-18,Happy Feet Two,135000000,64006466,2011,11,Happy Feet Two2011,Happy Feet Two,WB,,,,,-70993534,0.47412197037037035,4,4.200232153221126,66000000.0,410600000.0,22911648.3942029
299,2018-11-02,The Nutcracker and the Four Realms,132900000,54858851,2018,11,The Nutcracker and the Four Realms2018,The Nutcracker and the Four Realms,BV,Larry Franco,The Nutcracker and the Four Realms,"Adventure,Family,Fantasy",tt5523010,-78041149,0.41278292701279157,4,4.19413813116657,66000000.0,410600000.0,22911648.3942029
301,2014-11-26,Penguins of Madagascar,132000000,83350911,2014,11,Penguins of Madagascar2014,Penguins of Madagascar,Fox,,,,,-48649089,0.6314462954545454,4,4.191526407428903,66000000.0,410600000.0,22911648.3942029
302,2013-11-22,The Hunger Games: Catching Fire,130000000,424668047,2013,11,The Hunger Games: Catching Fire2013,The Hunger Games: Catching Fire,LGF,Jon Kilik,The Hunger Games: Catching Fire,"Action,Adventure,Sci-Fi",tt1951264,294668047,3.2666772846153846,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
306,2018-07-06,Ant-Man and the Wasp,130000000,216648740,2018,7,Ant-Man and the Wasp2018,Ant-Man and the Wasp,BV,,,,,86648740,1.6665287692307693,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
308,2015-07-17,Ant-Man,130000000,180202163,2015,7,Ant-Man2015,Ant-Man,BV,,,,,50202163,1.3861704846153846,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
309,2015-03-27,Home,130000000,177397510,2015,3,Home2015,,,Christopher Jenkins,Home,"Adventure,Animation,Comedy",tt2224026,47397510,1.3645962307692308,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
311,2018-12-19,Mary Poppins Returns,130000000,171958438,2018,12,Mary Poppins Returns2018,Mary Poppins Returns,BV,Marc Platt,Mary Poppins Returns,"Comedy,Family,Fantasy",tt5028340,41958438,1.3227572153846154,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
312,2011-10-28,Puss in Boots,130000000,149260504,2011,10,Puss in Boots2011,Puss in Boots,P/DW,,,,,19260504,1.148157723076923,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
313,2010-11-05,Megamind,130000000,148415853,2010,11,Megamind2010,Megamind,P/DW,Lara Breay,Megamind,"Action,Animation,Comedy",tt1001526,18415853,1.1416604076923076,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
316,2014-04-11,Rio 2,130000000,131538435,2014,4,Rio 22014,Rio 2,Fox,,,,,1538435,1.0118341153846153,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
317,2010-07-23,Salt,130000000,118311368,2010,7,Salt2010,Salt,Sony,Lorenzo di Bonaventura,Salt,"Action,Mystery,Thriller",tt0944835,-11688632,0.9100874461538462,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
319,2014-03-28,Noah,130000000,101200044,2014,3,Noah2014,Noah,Par.,Scott Franklin,Noah,"Action,Adventure,Drama",tt1959490,-28799956,0.7784618769230769,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
322,2011-12-21,The Adventures of Tintin,130000000,77591831,2011,12,The Adventures of Tintin2011,The Adventures of Tintin,Par.,Peter Jackson,The Adventures of Tintin,"Action,Adventure,Animation",tt0983193,-52408169,0.5968602384615385,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
323,2013-05-31,After Earth,130000000,60522097,2013,5,After Earth2013,After Earth,Sony,James Lassiter,After Earth,"Action,Adventure,Drama",tt1815862,-69477903,0.4655545923076923,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
327,2013-07-19,R.I.P.D.,130000000,33618855,2013,7,R.I.P.D.2013,R.I.P.D.,Uni.,,,,,-96381145,0.2586065769230769,4,4.185722576900755,66000000.0,410600000.0,22911648.3942029
330,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,2011,11,"The Twilight Saga: Breaking Dawn, Part 12011",,,,,,,153787133,2.206173592156863,4,4.178467788740569,66000000.0,410600000.0,22911648.3942029
332,2017-03-03,Logan,127000000,226277068,2017,3,Logan2017,,,,,,,99277068,1.7817091968503938,4,4.177016831108531,66000000.0,410600000.0,22911648.3942029
333,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,2014,12,Night at the Museum: Secret of the Tomb2014,Night at the Museum: Secret of the Tomb,Fox,,,,,-13253379,0.8956426850393701,4,4.177016831108531,66000000.0,410600000.0,22911648.3942029
334,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,2011,7,Harry Potter and the Deathly Hallows: Part II2011,,,,,,,256193157,3.049545256,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
335,2014-11-21,The Hunger Games: Mockingjay: Part 1,125000000,337135885,2014,11,The Hunger Games: Mockingjay - Part 12014,The Hunger Games: Mockingjay - Part 1,LGF,Jon Kilik,The Hunger Games: Mockingjay: Part 1,"Action,Adventure,Sci-Fi",tt1951265,212135885,2.69708708,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
338,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,2010,11,Harry Potter and the Deathly Hallows: Part I2010,,,,,,,171131568,2.369052544,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
341,2011-04-29,Fast Five,125000000,210031325,2011,4,Fast Five2011,Fast Five,Uni.,Michael K. Ross,Fast Five,"Action,Crime,Thriller",tt1596343,85031325,1.6802506,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
344,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,2014,8,Teenage Mutant Ninja Turtles2014,,,,,,,66204754,1.529638032,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
345,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,2011,12,Sherlock Holmes: A Game of Shadows2011,Sherlock Holmes: A Game of Shadows,WB,Dan Lin,Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime",tt1515091,61848418,1.494787344,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
348,2017-03-31,The Boss Baby,125000000,175003033,2017,3,The Boss Baby2017,The Boss Baby,Fox,Ramsey Ann Naito,The Boss Baby,"Adventure,Animation,Comedy",tt3874544,50003033,1.400024264,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
349,2010-04-01,Clash of the Titans,125000000,163214888,2010,4,Clash of the Titans2010,,,Kevin De La Noy,Clash of the Titans,"Action,Adventure,Fantasy",tt0800320,38214888,1.305719104,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
350,2016-11-04,Trolls,125000000,153707064,2016,11,Trolls2016,Trolls,Fox,,,,,28707064,1.229656512,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
352,2012-06-08,Prometheus,125000000,126477084,2012,6,Prometheus2012,Prometheus,Fox,David Giler,Prometheus,"Adventure,Mystery,Sci-Fi",tt1446714,1477084,1.011816672,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
353,2012-08-10,The Bourne Legacy,125000000,113203870,2012,8,The Bourne Legacy2012,The Bourne Legacy,Uni.,Ben Smith,The Bourne Legacy,"Action,Adventure,Thriller",tt1194173,-11796130,0.90563096,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
357,2018-07-13,Skyscraper,125000000,68420120,2018,7,Skyscraper2018,Skyscraper,Uni.,Beau Flynn,Skyscraper,"Action,Adventure,Thriller",tt5758778,-56579880,0.54736096,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
359,2012-08-03,Total Recall,125000000,58877969,2012,8,Total Recall2012,,,,,,,-66122031,0.471023752,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
360,2016-12-21,Assassin's Creed,125000000,54647948,2016,12,Assassinâs Creed2016,,,,,,,-70352052,0.437183584,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
361,2017-01-13,Monster Trucks,125000000,33370166,2017,1,Monster Trucks2017,Monster Trucks,Par.,,,,,-91629834,0.266961328,4,4.171213000580383,66000000.0,410600000.0,22911648.3942029
366,2016-07-29,Jason Bourne,120000000,162192920,2016,7,Jason Bourne2016,Jason Bourne,Uni.,Ben Smith,Jason Bourne,"Action,Thriller",tt4196776,42192920,1.3516076666666668,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
370,2012-11-21,Life of Pi,120000000,124987022,2012,11,Life of Pi2012,Life of Pi,Fox,Gil Netter,Life of Pi,"Adventure,Drama,Fantasy",tt0454876,4987022,1.0415585166666668,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
373,2018-04-13,Rampage,120000000,101028233,2018,4,Rampage2018,,,Beau Flynn,Rampage,"Action,Adventure,Sci-Fi",tt2231461,-18971767,0.8419019416666667,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
375,2013-08-09,Elysium,120000000,93050117,2013,8,Elysium2013,Elysium,TriS,Bill Block,Elysium,"Action,Drama,Sci-Fi",tt1535108,-26949883,0.7754176416666667,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
377,2013-04-19,Oblivion,120000000,89107235,2013,4,Oblivion2013,Oblivion,Uni.,Duncan Henderson,Oblivion,"Action,Adventure,Sci-Fi",tt1483013,-30892765,0.7425602916666667,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
380,2017-03-24,Power Rangers,120000000,85364450,2017,3,Power Rangers2017,,,,,,,-34635550,0.7113704166666667,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
382,2014-02-12,RoboCop,120000000,58607007,2014,2,RoboCop2014,,,Eric Newman,RoboCop,"Action,Crime,Sci-Fi",tt1234721,-61392993,0.488391725,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
385,2015-08-07,Fantastic Four,120000000,56117548,2015,8,Fantastic Four2015,Fantastic Four,Fox,Gregory Goodman,Fantastic Four,"Action,Adventure,Drama",tt1502712,-63882452,0.4676462333333333,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
388,2010-12-17,How Do You Know?,120000000,30212620,2010,12,How Do You Know?2010,,,,,,,-89787380,0.2517718333333333,4,4.156703424260011,66000000.0,410600000.0,22911648.3942029
389,2010-06-23,Knight and Day,117000000,76423035,2010,6,Knight and Day2010,,,Todd Garner,Knight and Day,"Action,Adventure,Comedy",tt1013743,-40576965,0.6531883333333334,4,4.147997678467789,66000000.0,410600000.0,22911648.3942029
392,2018-10-05,Venom,116000000,213511408,2018,10,Venom2018,,,,,,,97511408,1.8406155862068965,4,4.145095763203715,66000000.0,410600000.0,22911648.3942029
397,2013-07-26,The Wolverine,115000000,132556852,2013,7,The Wolverine2013,The Wolverine,Fox,Hutch Parker,The Wolverine,"Action,Adventure,Sci-Fi",tt1430132,17556852,1.1526682782608695,4,4.14219384793964,66000000.0,410600000.0,22911648.3942029
400,2016-04-22,The Huntsman: Winter's War,115000000,48003015,2016,4,The Huntsman: Winterâs War2016,,,,,,,-66996985,0.41741752173913044,4,4.14219384793964,66000000.0,410600000.0,22911648.3942029
403,2010-12-25,Gulliver's Travels,112000000,42779261,2010,12,Gulliver's Travels2010,Gulliver's Travels,Fox,Gregory Goodman,Gulliver's Travels,"Adventure,Comedy,Family",tt1320261,-69220739,0.3819576875,4,4.1334881021474175,66000000.0,410600000.0,22911648.3942029
